IO ID,Name,"Size, B",Type,Min. Value,Max. Value,Multiplier; offset,Units,Error values,IO Explanation and Notes,Averaging,Event On Change,Event On Hysteresis,Eco5,Plug5,HCV5 Lite / Pro5 Lite,Pro5,HCV5,LCV5,Trace5-LTM / Trace5-LTM-NA,Trace5-LTE / Trace5-LTM (Rev.A) / Trace5-2G,Basic,ECO4 UBI,Eco4,Eco4 S,Eco4 T,Eco4 RS T,Pro4,Tco4 HCV,Tco4 LCV,Plug4,Pro4 BT,Tco4 HCV BT,Tco4 LCV BT,Eco3,Pro3,Tco3 TCO,Tco3 OBD
87,Digital Fuel Sensor C10,2,Unsigned int.,0,65534,-,N,65535,"4095/1023= full, 0=empty",Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes
88,GSM/UMTS jamming,1,Unsigned int.,0,1,-,-,-,0- jamming not detected; 1- jamming detected,Debouncing,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No
89,CAN ambient air temperature,2,Unsigned int.,0,64255,0.03125; -273,°C,65024 to 65279,"FMS parameter SPN 171
9376=20°C",No,No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,Yes,Yes,No,No,Yes,Yes,Yes
90,CAN instantaneous fuel economy,2,Unsigned int.,0,64255,1/512; 0,km/L,65024 to 65279,"FMS parameter SPN 184
2560=5km/L",No,No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,Yes,Yes,No,No,Yes,Yes,Yes
91,CAN at least one PTO engaged,1,Unsigned int.,0,1,-,-,"2, 3","FMS parameter SPN 3984
0=No PTO drive is engaged, 1=At least one PTO drive is engaged, 2=Error, 3=Not available",Debouncing,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,Yes,Yes,No,No,Yes,Yes,Yes
92,CAN high resolution engine total fuel used,4,Unsigned int.,0,4211081215,0.001; 0,l,4261412864 to 4278190079,"FMS parameter SPN 5054
1000000=1000L",No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes
93,OBD DTC and MIL,4,Bitmap,0,0xFFFFFFFF,-,-,-,,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,Yes,Yes,No,No,No,Yes
94,OBD RPM,2,Unsigned int.,0,"65,535",0.25,RPM,-,http://en.wikipedia.org/wiki/OBD-II_PIDs,Yes,No,Yes,No,Yes,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,Yes,Yes,No,No,No,Yes
95,OBD vehicle speed,1,Unsigned int.,0,255,-,km/h,-,http://en.wikipedia.org/wiki/OBD-II_PIDs,Yes,No,Yes,No,Yes,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,Yes,Yes,No,No,No,Yes
96,OBD engine coolant temperature,1,Unsigned int.,0,255,1; -40,°C,255,http://en.wikipedia.org/wiki/OBD-II_PIDs,Yes,No,Yes,No,Yes,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,Yes,Yes,No,No,No,Yes
97,OBD ambient air temperature,1,Unsigned int.,0,255,1; -40,°C,255,http://en.wikipedia.org/wiki/OBD-II_PIDs,Yes,No,Yes,No,Yes,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,Yes,Yes,No,No,No,Yes
98,OBD fuel level,1,Unsigned int.,0,255,100/255; 0,%,255,http://en.wikipedia.org/wiki/OBD-II_PIDs,Yes,No,Yes,No,Yes,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,Yes,Yes,No,No,No,Yes
99,OBD fuel type,1,Unsigned int.,,,-,-,-,http://en.wikipedia.org/wiki/OBD-II_PIDs,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,Yes,Yes,No,No,No,Yes
100,OBD engine fuel rate,2,Unsigned int.,0,64255,1/20; 0,L/h,-,http://en.wikipedia.org/wiki/OBD-II_PIDs,Yes,No,Yes,No,Yes,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,Yes,Yes,No,No,No,Yes
101,OBD actual engine percent torque,1,Unsigned int.,0,255,1; -125,%,-,http://en.wikipedia.org/wiki/OBD-II_PIDs,Yes,No,Yes,No,Yes,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,Yes,Yes,No,No,No,Yes
102,OBD distance traveled while MIL is activated,2,Unsigned int.,0,65535,-,km,-,http://en.wikipedia.org/wiki/OBD-II_PIDs,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,Yes,Yes,No,No,No,Yes
103,OBD accelerator pedal position,1,Unsigned int.,0,255,100/255; 0,%,-,http://en.wikipedia.org/wiki/OBD-II_PIDs,Yes,No,Yes,No,Yes,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,Yes,Yes,No,No,No,Yes
104,OBD VIN,8,String,0,0xFFFFFFFFFFFFFFFF,-,-,-,0- Reset. Other values- First part of VIN number,No,Yes,No,No,Yes,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,Yes,Yes,No,No,No,Yes
105,OBD VIN,8,String,0,0xFFFFFFFFFFFFFFFF,-,-,-,0- Reset. Other values- Second part of  VIN number,No,Yes,No,No,Yes,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,Yes,Yes,No,No,No,Yes
106,OBD VIN,8,String,0,0xFFFFFFFFFFFFFFFF,-,-,-,0- Reset. Other values- Third part of  VIN number,No,Yes,No,No,Yes,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,Yes,Yes,No,No,No,Yes
107,OBD time since engine start,2,Unsigned int.,0,65535,-,,-,http://en.wikipedia.org/wiki/OBD-II_PIDs 0 – reset;,No,No,Yes,No,Yes,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,Yes,Yes,No,No,No,Yes
108,OBD DTC count,2,Unsigned int.,0,,-,-,-,,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,Yes,Yes,No,No,No,Yes
109,Safetybelt staus,1,Unsigned int.,0,255,-,-,255,"0 – None seat belts fastened
1 – Driver seat belt is fastened
2 – Front passenger seat belt is fastened
4 – 2nd row oassenger (left side) seat belt is fastened
8 – 2nd row oassenger (right side) seat belt is fastened
16 – 2nd row oassenger (middle) seat belt is fastened
32 – 3nd row oassenger (left side) seat belt is fastened
64 – 3nd row oassenger (right side) seat belt is fastened
255-no data (default value) ",No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
110,Not in use,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,DOUT3 status,1,Unsigned int.,0,1,-,-,-,"0 – DOUT active, 1 – DOUT inactive",Debouncing,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No
112,DOUT4 status,1,Unsigned int.,0,1,-,-,-,"0 – DOUT active, 1 – DOUT inactive",Debouncing,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No
113,SD card log,1,Unsigned int.,0,255,-,-,-,"0 – disabled, 1 – enabled, 2 – log write error",No,Yes,Yes,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes
114,CAN high resolution total vehicle distance,4,Unsigned int.,0,4211081215,5; 0,m,4261412864 to 4278190079,"FMS parameter SPN 917
10000=50000m",No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes
115,CAN engine coolant temperature,1,Unsigned int.,0,250,1; -40,°C,254,"FMS parameter SPN 110
128=88°C",No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes
116,CAN fuel rate,2,Unsigned int.,0,64255,0.05; 0,L/h,65024 to 65279,"FMS parameter SPN 183
600=30L/h",No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes
117,TCO_CAN total driving time,4,Unsigned int.,0,64255,-,min,"0xFFFFFFFF, 0xFFFFXXXX, 0xXXXXFFFF",Driver1 (MSB; 2B) + Driver2 (LSB; 2B),No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No
118,TCO_CAN current activity duration,4,Unsigned int.,0,64255,-,min,"0xFFFFFFFF, 0xFFFFXXXX, 0xXXXXFFFF",Driver1 (MSB; 2B) + Driver2 (LSB; 2B),No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No
119,TCO_CAN continuous driving time,4,Unsigned int.,0,64255,-,min,"0xFFFFFFFF, 0xFFFFXXXX, 0xXXXXFFFF",Driver1 (MSB; 2B) + Driver2 (LSB; 2B),No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No
120,TCO_CAN break time,4,Unsigned int.,0,64255,-,min,"0xFFFFFFFF, 0xFFFFXXXX, 0xXXXXFFFF",Driver1 (MSB; 2B) + Driver2 (LSB; 2B),No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No
121,TCO_CAN driver time states,1,Unsigned int.,0,255,-,-,"0xFFFFFFFF, 0xFFFFXXXX, 0xXXXXFFFF",Driver1 (MSB; 4b) + Driver2 (LSB; 4b),No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No
122,CAN Fuel used delta,2,Unsigned int.,0,65535,0.5,l,,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No
123,CAN vehicle ID,8,String,0,-,-,-,0x4646464646464646,"FMS parameter SPN 237
ASCII up to 200 characters,
*=Delimiter
If Vehicle ID is longer than 8 bytes, then a TP.CN with a minimum of two TP.DT will be used",No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes
124,CAN vehicle ID,8,String,0,-,-,-,0x4646464646464646,"FMS parameter SPN 237
ASCII up to 200 characters,
*=Delimiter
If Vehicle ID is longer than 8 bytes, then a TP.CN with a minimum of two TP.DT will be used",No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes
125,CAN vehicle ID,8,String,0,-,-,-,0x4646464646464646,"FMS parameter SPN 237
ASCII up to 200 characters,
*=Delimiter
If Vehicle ID is longer than 8 bytes, then a TP.CN with a minimum of two TP.DT will be used",No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes
126,CAN first driver ID,8,String,0,-,-,-,0x4646464646464646,"FMS parameter SPN 1625
a. Driver 1 idetification delimiter (ASCII '*'), b. Driver 2 identification delimiter (ASCII '*')
If only one driver card 1 is present, only the parameter driver 1 identification and two delimiters shall be transmitted.
If only driver card 2 is present, a delimiter followed by parameter driver 2 identification and the second delimiter shall be transmitted.
If no driver cards are present, only the two delimiters shall be sent.",No,Yes,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,Yes,Yes,No,No,Yes,Yes,Yes
127,CAN first driver ID,8,String,0,-,-,-,0x4646464646464646,,No,Yes,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,Yes,Yes,No,No,Yes,Yes,Yes
128,CAN second driver ID,8,String,0,-,-,-,0x4646464646464646,"FMS parameter SPN 1626
a. Driver 1 idetification delimiter (ASCII '*'), b. Driver 2 identification delimiter (ASCII '*')
If only one driver card 1 is present, only the parameter driver 1 identification and two delimiters shall be transmitted.
If only driver card 2 is present, a delimiter followed by parameter driver 2 identification and the second delimiter shall be transmitted.
If no driver cards are present, only the two delimiters shall be sent.",No,Yes,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,Yes,Yes,No,No,Yes,Yes,Yes
129,CAN second driver ID,8,String,0,-,-,-,0x4646464646464646,,No,Yes,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,Yes,Yes,No,No,Yes,Yes,Yes
130,ECO max speed,1,Unsigned int.,0,255,-,km/h,-,Maximum speed value registered since last record.,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
131,ECO overspeeding timer,2,Unsigned int.,0,65535,-,s,-,"Duration, when the vehicle was over speeding (the speed limit is configurable) since last record.",No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
132,ECO RPM in red band timer,2,Unsigned int.,0,65535,-,s,-,"Duration, for which the RPM value was out of the acceptable range (RPM range is configurable) since last record.",No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes
133,ECO max RPM,2,Unsigned int.,0,65535,-,RPM,-,Maximum RPM value registered since last record.,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,,
134,ECO brake counter,1,Unsigned int.,0,255,-,-,-,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,,
135,ECO extreme and harsh brake counter,1,Unsigned int.,0,255,-,-,-,"Extreeme braking (4b), Harsh braking (4b)",No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,,
136,ECO harsh acceleration counter,1,Unsigned int.,0,255,-,,-,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,,
137,ECO idling timer,2,Unsigned int.,0,65535,-,s,-,,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,,
138,ECO cruise control timer,4,Bitmap,0,4294967295,-,s; km/h when CC should be turned on,-,"Time, when CC could be turned on (2B),
Time, when CC was turned on, when it could be turned on (2B)",No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes
139,ECO engine on timer,2,Unsigned int.,0,65535,-,s,-,,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
140,ECO RPM in green band distance,4,Unsigned int.,0,4294967295,-,m,-,"Driven mileage, while vehicle's RPM is in green zone",No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes
141,ECO normal speed distance,4,Unsigned int.,0,4294967295,-,m,-,"Driven mileage, while vehicle is driven in normal speed",No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
142,ECO cruise control distance,8,Unsigned int.,0,0xFFFFFFFFFFFFFFFF,-,m,-,"Distance, when CC could be turned on (4B),
Distance, when CC was turned on, when it could be turned on (4B)",No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes
143,ECO cornering counter,1,Unsigned int.,0,255,-,-,-,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No
144,OT temperature sensor 1,2,Signed int.,-32768,32767,0.1,°C,"5555, 5556",5555 – no sensors; 5556 – parse error,Yes,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No,No,No,Yes,No
145,OT temperature sensor 2,2,Signed int.,-32768,32767,0.1,°C,"5555, 5556",5555 – no sensors; 5556 – parse error,Yes,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No,No,,,
146,OT temperature sensor 3,2,Signed int.,-32768,32767,0.1,°C,"5555, 5556",5555 – no sensors; 5556 – parse error,Yes,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No
147,OT temperature sensor 4,2,Signed int.,-32768,32767,0.1,°C,"5555, 5556",5555 – no sensors; 5556 – parse error,Yes,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No
148,OT temperature sensor 5,2,Signed int.,-32768,32767,0.1,°C,"5555, 5556",5555 – no sensors; 5556 – parse error,Yes,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No
149,OT temperature sensor 6,2,Signed int.,-32768,32767,0.1,°C,"5555, 5556",5555 – no sensors; 5556 – parse error,Yes,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No
150,GSM/UMTS operator,4,Unsigned int.,0,4294967295,-,-,-,Unique Mobile operator code,Debouncing,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
151,Geofencing,4,Bitmap,0,0xFFFFFFFF,-,-,-,https://doc.ruptela.com/articles/#!hardware-solutions-publication/en-geofencing,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,No,No
152,TCO vehicle ID,8,String,0,0xFFFFFFFFFFFFFFFF,-,-,0,Defined in FMS 2.0 standard,No,Yes,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No,No,No,Yes,No
153,TCO vehicle ID,8,String,0,0xFFFFFFFFFFFFFFFF,-,-,0,Defined in FMS 2.0 standard,No,Yes,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No,No,No,Yes,No
154,TCO vehicle ID,8,String,0,0xFFFFFFFFFFFFFFFF,-,-,0,Defined in FMS 2.0 standard,No,Yes,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No,No,No,Yes,No
155,TCO first driver ID,8,String,0,0xFFFFFFFFFFFFFFFF,-,-,1179010630 (ASCI: FFFF),Defined in FMS 2.0 standard,No,Yes,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No,No,No,Yes,No
156,TCO first driver ID,8,String,0,0xFFFFFFFFFFFFFFFF,-,-,1179010630 (ASCI: FFFF),Defined in FMS 2.0 standard,No,Yes,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No,No,No,Yes,No
157,TCO second driver ID,8,String,0,0xFFFFFFFFFFFFFFFF,-,-,1179010630 (ASCI: FFFF),Defined in FMS 2.0 standard,No,Yes,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No,No,No,Yes,No
158,TCO second driver ID,8,String,0,0xFFFFFFFFFFFFFFFF,-,-,1179010630 (ASCI: FFFF),Defined in FMS 2.0 standard,No,Yes,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No,No,No,Yes,No
159,TCO first driver state,1,Unsigned int.,0,7,-,-,6,"0=Rest, 1=Driver available, 2=Work, 3=Drive, 6=Error, 7=not available",Debouncing,Yes,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No,No,No,Yes,No
160,TCO second driver state,1,Unsigned int.,0,7,-,-,6,"0=Rest, 1=Driver available, 2=Work, 3=Drive, 6=Error, 7=not available",Debouncing,Yes,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No,No,No,Yes,No
161,TCO first driver card,1,Unsigned int.,0,1,-,-,-,"0=Card not present, 1=Card present",Debouncing,Yes,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No,No,No,Yes,No
162,TCO second driver card,1,Unsigned int.,0,1,-,-,-,"0=Card not present, 1=Card present",Debouncing,Yes,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No,No,No,Yes,No
163,TCO distance,4,Unsigned int.,0,4294967295,5,m,4294967295,10000=50000m,No,No,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No,No,No,Yes,No
164,TCO trip distance,4,Unsigned int.,0,4294967295,5,m,4294967295,10000=50000m,No,No,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No,No,No,Yes,No
165,TCO vehicle speed,2,Unsigned int.,0,64255,1/256,km/h,64256 - 65535,15360=60km/h,Yes,No,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No,No,No,Yes,No
166,TCO engine speed,2,Unsigned int.,0,64255,0.125,RPM,64256 - 65535,8000=1000rpm,Yes,No,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No,No,No,Yes,No
167,TCO registration number,8,String,,0xFFFFFFFFFFFFFFFF,-,-,0,License plate number,No,Yes,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No,No,No,Yes,No
168,TCO registration number,8,String,,0xFFFFFFFFFFFFFFFF,-,-,0,License plate number,No,Yes,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No,No,No,Yes,No
169,ECO idling event,1,Unsigned int.,0,1,-,-,-,ECO driving idling state,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes
170,Battery charge current,2,Unsigned int.,0,65535,-,mA,65535,Should not exceed 250mA,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes
171,RFID PortA,8,String,0,0xFFFFFFFFFFFFFFFF,-,-,"If 0xFFFFFFFFFFFFFFFF is received - ID is received, but RFID reader is not configured on Port A.",RFID ID received from Port A,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,No
172,RFID PortB,8,String,0,0xFFFFFFFFFFFFFFFF,-,-,"If 0xFFFFFFFFFFFFFFFF is received - ID is received, but RFID reader is not configured on Port B.",RFID ID received from Port B,No,Yes,Yes,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,No
173,Movement sensor,1,Unsigned int.,0,1,-,-,-,"0=No motion detected, 1=Motion detected",Debouncing,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
174,Sleep timer,1,Unsigned int.,0,1,-,-,-,"0 – No event, 1 – device wake-up by timer event",No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
175,ECO Absolute idling time,4,Unsigned int.,0,4294967295,-,s,-,Stores absolute Idling time,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No
176,GPS speed,1,Unsigned int.,0,255,-,km/h,-,,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
177,Fridge fuel level,1,Unsigned int.,0,127,-,%,255,127 = error,Yes,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No,No,No,Yes,Yes
178,Fridge battery voltage,2,Unsigned int.,0,65535,0.05,V,65535,0.0 to 3276.75V,Yes,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No,No,No,Yes,Yes
179,Fridge total electric hours,4,Unsigned int.,0,4294967295,0.05,h,4294967295,"0.0 to 214,748,364.8h",Yes,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No,No,No,Yes,Yes
180,Fridge total vehicle hours,4,Unsigned int.,0,4294967295,0.05,h,4294967295,"0.0 to 214,748,364.8h",Yes,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No,No,No,Yes,Yes
